Ticker,Sector,Market Cap,Intraday Price Change,Current Price
AAPL,Information Technology,3831552802816,0.9719566602931795,253.48
MSFT,Information Technology,3378855542784,0.6355322305631225,454.46
AMZN,Consumer Discretionary,2430542282752,-0.7641780792512777,231.15
GOOGL,Communication Services,2401535787008,-0.6305298484694443,195.42
TSLA,Consumer Discretionary,1540379377664,3.636991922595143,479.86
